year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause,tons_inedible_parts,tons_not_fit_for_human_consumption
2021,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Cooking Issues,3463.580811636967,10381697.214987539,777.0619524087886,3463.580811636967
2021,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Equipment Issues,83.31779001527963,249735.78374564787,18.69252894638238,83.31779001527963
2021,Foodservice,Full Service Restaurants,Produce,Mistakes & Malfunctions,Handling Errors,811.2051681,2431497.023501834,181.9956588245346,811.2051681
2021,Foodservice,Full Service Restaurants,Produce,Other,Other,19.304258552398892,57862.362147722015,4.330952749862775,19.304258552398892
2021,Foodservice,Full Service Restaurants,Produce,Spoiled,Spoiled,8644.748294,25911668.92698413,1939.4682420042625,8644.748294
2021,Foodservice,Full Service Restaurants,Produce,Trimmings & Byproducts,Trimmings & Byproducts,54604.76899278716,163671705.38444322,54604.76899278716,54604.76899278716
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,45813.75921203613,49076840.08177783,0,0
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Spoiled,Spoiled,3345.857014060344,3584165.378255944,0,3345.857014060344
2021,Foodservice,Full Service Restaurants,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Healthcare,Breads & Bakery,Date Label Concerns,Date Label Concerns,543.4668173548546,2085324.2666959374,0,0
2021,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,102.90298987348669,394846.7414131652,0,102.90298987348669
2021,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,26.887884103344778,103170.89362275113,0,26.887884103344778
2021,Foodservice,Healthcare,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,103.9366917396393,398813.1355280968,0,103.9366917396393
2021,Foodservice,Healthcare,Breads & Bakery,Other,Other,5.184024972354249,19891.505293044367,0,5.184024972354249
2021,Foodservice,Healthcare,Breads & Bakery,Spoiled,Spoiled,648.8167731520219,2489560.206,0,648.8167731520219
2021,Foodservice,Healthcare,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,268.77127506619945,1031296.1972807888,268.77127506619945,268.77127506619945
2021,Foodservice,Healthcare,Dairy & Eggs,Date Label Concerns,Date Label Concerns,975.8998468187237,3316497.507532131,8.134564435748475,0
2021,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,95.44441779568965,324358.25741661224,0.7955721779468092,95.44441779568965
2021,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,70.42451989206496,239330.65001757847,0.5870200684897312,70.42451989206496
2021,Foodservice,Healthcare,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,69.41708955946895,235906.99932436596,0.5786226832644505,69.41708955946895
2021,Foodservice,Healthcare,Dairy & Eggs,Other,Other,11.730549385839181,39865.092639311406,0.097779409,11.730549385839181
2021,Foodservice,Healthcare,Dairy & Eggs,Spoiled,Spoiled,1143.399721322157,3885728.9897518107,9.530751274561513,1143.399721322157
2021,Foodservice,Healthcare,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,173.63247636878359,590072.5130564228,173.63247636878359,173.63247636878359
2021,Foodservice,Healthcare,Dry Goods,Date Label Concerns,Date Label Concerns,557.8621502929361,1653195.552837114,0,0
2021,Foodservice,Healthcare,Dry Goods,Mistakes & Malfunctions,Cooking Issues,117.82915508415162,349180.5907201026,0,117.82915508415162
2021,Foodservice,Healthcare,Dry Goods,Mistakes & Malfunctions,Equipment Issues,135.63512134354355,401947.64834990783,0,135.63512134354355
2021,Foodservice,Healthcare,Dry Goods,Mistakes & Malfunctions,Handling Errors,1369.511286462531,4058475.6774612097,0,1369.511286462531
2021,Foodservice,Healthcare,Dry Goods,Other,Other,64.46368674871296,191034.79272880597,0,64.46368674871296
2021,Foodservice,Healthcare,Dry Goods,Spoiled,Spoiled,1283.6951468975046,3804163.998104484,0,1283.6951468975046
2021,Foodservice,Healthcare,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,2056.372549863286,6093953.412,2056.372549863286,2056.372549863286
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,714.3948340174898,5348877.022408644,96.70223039299779,0
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,74.88011151,560648.6620513976,10.135954866804223,74.88011151
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,78.56440269698737,588233.9966009433,10.63466953,78.56440269698737
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,327.69353215437656,2453534.5457013217,44.357397248356854,327.69353215437656
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Other,Other,20.61103122094607,154320.6446299227,2.7899595501783776,20.61103122094607
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Spoiled,Spoiled,986.0065770847868,7382511.285045904,133.4682596318017,986.0065770847868
2021,Foodservice,Healthcare,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,2141.2596019485272,16032218.793443792,2141.2596019485272,2141.2596019485272
2021,Foodservice,Healthcare,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2021,Foodservice,Healthcare,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,Healthcare,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Healthcare,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,Healthcare,Frozen,Other,Other,0,0,0,0
2021,Foodservice,Healthcare,Frozen,Spoiled,Spoiled,0,0,0,0
2021,Foodservice,Healthcare,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Excess,Catering Overproduction,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Excess,Overproduction,37583.070997806615,798282859.3142821,1305.9817363511954,0
2021,Foodservice,Healthcare,Prepared Foods,Excess,Plate Waste,250704.86216093783,5325094221.850747,8711.793967441805,0
2021,Foodservice,Healthcare,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Other,Other,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2021,Foodservice,Healthcare,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Healthcare,Produce,Date Label Concerns,Date Label Concerns,454.6221494753178,1435696.0619711236,101.99547644237218,0
2021,Foodservice,Healthcare,Produce,Mistakes & Malfunctions,Cooking Issues,47.61540336743413,150369.37197777955,10.68262018923221,47.61540336743413
2021,Foodservice,Healthcare,Produce,Mistakes & Malfunctions,Equipment Issues,33.40679878326077,105498.62014321664,7.494888584389416,33.40679878326077
2021,Foodservice,Healthcare,Produce,Mistakes & Malfunctions,Handling Errors,55.950801183511174,176692.54570197186,12.552684972852358,55.950801183511174
2021,Foodservice,Healthcare,Produce,Other,Other,13.209823452282777,41716.602527316674,2.9636528670901234,13.209823452282777
2021,Foodservice,Healthcare,Produce,Spoiled,Spoiled,711.3253948,2246364.5233363695,159.58741260763003,711.3253948
2021,Foodservice,Healthcare,Produce,Trimmings & Byproducts,Trimmings & Byproducts,2216.037543115498,6998243.216928471,2216.037543115498,2216.037543115498
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,1037.9560070790933,871475.1608868061,0,0
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,23.838733252991457,20015.168037276286,0,23.838733252991457
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,62.10432589668696,52143.22864693217,0,62.10432589668696
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,62.77119275143973,52703.134746585834,0,62.77119275143973
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Other,Other,2.2114526717932805,1856.7512108417868,0,2.2114526717932805
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Spoiled,Spoiled,999.3827675991299,839088.7978305105,0,999.3827675991299
2021,Foodservice,Healthcare,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,119.78243819807074,100570.17724078086,119.78243819807074,119.78243819807074
2021,Foodservice,K-12 Education,Breads & Bakery,Date Label Concerns,Date Label Concerns,1672.2360772968257,6416499.334042266,0,0
2021,Foodservice,K-12 Education,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,513.3140870562554,1969625.9053776776,0,513.3140870562554
2021,Foodservice,K-12 Education,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,29.91271434291949,114777.4015084059,0,29.91271434291949
2021,Foodservice,K-12 Education,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,169.51569071803573,650444.8333397141,0,169.51569071803573
2021,Foodservice,K-12 Education,Breads & Bakery,Other,Other,7.255255193333085,27838.976056288684,0,7.255255193333085
2021,Foodservice,K-12 Education,Breads & Bakery,Spoiled,Spoiled,1422.631945495591,5458748.949858601,0,1422.631945495591
2021,Foodservice,K-12 Education,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,544.6660563676943,2089925.839662646,544.6660563676943,544.6660563676943
2021,Foodservice,K-12 Education,Dairy & Eggs,Date Label Concerns,Date Label Concerns,3312.301967138229,11256525.199812079,27.60952762742602,0
2021,Foodservice,K-12 Education,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,180.37868097745434,612998.8111216323,1.5035374869968339,180.37868097745434
2021,Foodservice,K-12 Education,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,474.18596370827555,1611473.3206196919,3.952553419171671,474.18596370827555
2021,Foodservice,K-12 Education,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,217.2122519321509,738173.9985785992,1.8105618781845387,217.2122519321509
2021,Foodservice,K-12 Education,Dairy & Eggs,Other,Other,37.58030061,127712.87309433363,0.31324871889726613,37.58030061
2021,Foodservice,K-12 Education,Dairy & Eggs,Spoiled,Spoiled,1987.9369516150196,6755803.852879281,16.57034918063841,1987.9369516150196
2021,Foodservice,K-12 Education,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,304.0540861697755,1033297.2407201661,304.0540861697755,304.0540861697755
2021,Foodservice,K-12 Education,Dry Goods,Date Label Concerns,Date Label Concerns,5718.106747969536,16945312.818636708,0,0
2021,Foodservice,K-12 Education,Dry Goods,Mistakes & Malfunctions,Cooking Issues,809.1166743568093,2397775.3053700407,0,809.1166743568093
2021,Foodservice,K-12 Education,Dry Goods,Mistakes & Malfunctions,Equipment Issues,114.98165309477231,340742.1662,0,114.98165309477231
2021,Foodservice,K-12 Education,Dry Goods,Mistakes & Malfunctions,Handling Errors,741.8403543859067,2198405.4199445103,0,741.8403543859067
2021,Foodservice,K-12 Education,Dry Goods,Other,Other,1096.0777376433214,3248169.535223348,0,1096.0777376433214
2021,Foodservice,K-12 Education,Dry Goods,Spoiled,Spoiled,3338.085070229179,9892241.999563958,0,3338.085070229179
2021,Foodservice,K-12 Education,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,2505.365177504362,7424519.7805735115,2505.365177504362,2505.365177504362
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,2538.028374193264,19002939.28022884,343.55372253320905,0
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,474.39804984091734,3551952.936165032,64.21567924241474,474.39804984091734
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,169.69671681025835,1270567.515473321,22.97056225006122,169.69671681025835
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,472.58358567069484,3538367.527584307,63.97006893859723,472.58358567069484
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Other,Other,134.4281220079124,1006501.529315461,18.196519076996726,134.4281220079124
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Spoiled,Spoiled,2168.878974005995,16239012.876403144,293.5847576883817,2168.878974005995
2021,Foodservice,K-12 Education,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,5180.579210151935,38788467.92,5180.579210151935,5180.579210151935
2021,Foodservice,K-12 Education,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2021,Foodservice,K-12 Education,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,K-12 Education,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,K-12 Education,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,K-12 Education,Frozen,Other,Other,0,0,0,0
2021,Foodservice,K-12 Education,Frozen,Spoiled,Spoiled,0,0,0,0
2021,Foodservice,K-12 Education,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Excess,Catering Overproduction,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Excess,Overproduction,50806.24183502524,353245060.12847686,1765.4763745372852,0
2021,Foodservice,K-12 Education,Prepared Foods,Excess,Plate Waste,504022.4999066739,3504361902.2987275,17514.37980218817,0
2021,Foodservice,K-12 Education,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Other,Other,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2021,Foodservice,K-12 Education,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,K-12 Education,Produce,Date Label Concerns,Date Label Concerns,608.1560587886141,1920555.9158839353,136.44114577138012,0
2021,Foodservice,K-12 Education,Produce,Mistakes & Malfunctions,Cooking Issues,144.69697335977978,456952.82350745867,32.463083364136075,144.69697335977978
2021,Foodservice,K-12 Education,Produce,Mistakes & Malfunctions,Equipment Issues,24.768207975438365,78217.96340864213,5.556801788021443,24.768207975438365
2021,Foodservice,K-12 Education,Produce,Mistakes & Malfunctions,Handling Errors,54.83226627828127,173160.21415924086,12.301739213372727,54.83226627828127
2021,Foodservice,K-12 Education,Produce,Other,Other,221.6169069987757,699865.8578592577,49.720239198887114,221.6169069987757
2021,Foodservice,K-12 Education,Produce,Spoiled,Spoiled,1097.8893925195016,3467133.0447477326,246.3138934174009,1097.8893925195016
2021,Foodservice,K-12 Education,Produce,Trimmings & Byproducts,Trimmings & Byproducts,6906.218007884678,21809826.046701238,6906.218007884678,6906.218007884678
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,384.5094420147759,322836.8308068269,0,0
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,24.01903889987835,20166.55392604024,0,24.01903889987835
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,38.79756201439777,32574.70583330483,0,38.79756201439777
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Spoiled,Spoiled,508.81131633461007,427201.55838930764,0,508.81131633461007
2021,Foodservice,K-12 Education,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,4962.805309601046,4166806.2289126483,4962.805309601046,4962.805309601046
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Date Label Concerns,Date Label Concerns,45226.49292406299,217984433.65516037,0,0
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,3177.753138897398,15316259.862146031,0,3177.753138897398
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,4591.015768530225,22127958.802494433,0,4591.015768530225
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,1760.9967639085419,8487721.630189318,0,1760.9967639085419
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Other,Other,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Spoiled,Spoiled,11899.094929362434,57351726.86,0,11899.094929362434
2021,Foodservice,Limited Service Restaurants,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,12937.647109973605,62357381.60889794,12937.647109973605,12937.647109973605
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Date Label Concerns,Date Label Concerns,156685.3648,305737774.6337711,1306.0430334447278,0
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,1560.3143998614075,3044617.8102646824,13.005922756391708,1560.3143998614075
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,1635.1603356660164,3190663.548993287,13.62979731641055,1635.1603356660164
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Other,Other,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Spoiled,Spoiled,41172.00123832368,80338301.22030158,343.18716015135516,41172.00123832368
2021,Foodservice,Limited Service Restaurants,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Dry Goods,Date Label Concerns,Date Label Concerns,107768.64505138299,326105174.54445225,0,0
2021,Foodservice,Limited Service Restaurants,Dry Goods,Mistakes & Malfunctions,Cooking Issues,12323.33038538202,37290083.81220604,0,12323.33038538202
2021,Foodservice,Limited Service Restaurants,Dry Goods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Dry Goods,Mistakes & Malfunctions,Handling Errors,8923.016185949253,27000819.666931607,0,8923.016185949253
2021,Foodservice,Limited Service Restaurants,Dry Goods,Other,Other,2179.636666802249,6595525.028009191,0,2179.636666802249
2021,Foodservice,Limited Service Restaurants,Dry Goods,Spoiled,Spoiled,11045.779403405388,33424247.08605728,0,11045.779403405388
2021,Foodservice,Limited Service Restaurants,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,3461.281046,10473748.270717055,3461.281046,3461.281046
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,50466.58687399123,293925190.72014636,6831.280516954944,0
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,2643.227663751322,15394565.856508672,357.7937554276434,2643.227663751322
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,228.84615955901305,1332835.3522679252,30.97717535522747,228.84615955901305
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,1949.1351885861654,11352064.158311253,263.83970193875183,1949.1351885861654
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Other,Other,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Spoiled,Spoiled,27074.78163,157687706.7779722,3664.908599485451,27074.78163
2021,Foodservice,Limited Service Restaurants,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,28782.298648616066,167632549.44864526,28782.298648616066,28782.298648616066
2021,Foodservice,Limited Service Restaurants,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Frozen,Other,Other,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Frozen,Spoiled,Spoiled,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Excess,Catering Overproduction,673846.5499900973,7075263828.498126,23415.63007029653,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Excess,Overproduction,434924.84270343423,4549868184.036688,15113.291335060163,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Excess,Plate Waste,681496.8005,7198766317.729304,23681.470171649475,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Other,Other,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Produce,Date Label Concerns,Date Label Concerns,10893.666711189506,35813633.27409075,2444.0180217671227,0
2021,Foodservice,Limited Service Restaurants,Produce,Mistakes & Malfunctions,Cooking Issues,3528.097536486596,11598848.64085006,791.5364211453731,3528.097536486596
2021,Foodservice,Limited Service Restaurants,Produce,Mistakes & Malfunctions,Equipment Issues,84.86976504512003,279014.8369659719,19.040717948563483,84.86976504512003
2021,Foodservice,Limited Service Restaurants,Produce,Mistakes & Malfunctions,Handling Errors,826.3156284510853,2716566.0259827822,185.38572375524427,826.3156284510853
2021,Foodservice,Limited Service Restaurants,Produce,Other,Other,19.663842348817543,64646.152421455015,4.411626163331534,19.663842348817543
2021,Foodservice,Limited Service Restaurants,Produce,Spoiled,Spoiled,8805.775531,28949556.097824164,1975.5950557640501,8805.775531
2021,Foodservice,Limited Service Restaurants,Produce,Trimmings & Byproducts,Trimmings & Byproducts,55621.90156401197,182860595.74183407,55621.90156401197,55621.90156401197
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,119395.86038617278,315696318.3172948,0,0
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Spoiled,Spoiled,8719.683427,23055840.846115172,0,8719.683427
2021,Foodservice,Limited Service Restaurants,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Lodging,Breads & Bakery,Date Label Concerns,Date Label Concerns,2681.8255400272055,10290372.289670233,0,0
2021,Foodservice,Lodging,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,188.43334905728213,723033.3534556256,0,188.43334905728213
2021,Foodservice,Lodging,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,272.2365265727063,1044592.6356758582,0,272.2365265727063
2021,Foodservice,Lodging,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,104.42300059137366,400679.1402541379,0,104.42300059137366
2021,Foodservice,Lodging,Breads & Bakery,Other,Other,0,0,0,0
2021,Foodservice,Lodging,Breads & Bakery,Spoiled,Spoiled,705.5885747840912,2707398.0053872066,0,705.5885747840912
2021,Foodservice,Lodging,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,767.1722966811321,2943699.515625505,767.1722966811321,767.1722966811321
2021,Foodservice,Lodging,Dairy & Eggs,Date Label Concerns,Date Label Concerns,5495.602182716248,18676251.462463986,45.80831753819229,0
2021,Foodservice,Lodging,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,54.72666340843827,185983.0630994552,0.45617136973703254,54.72666340843827
2021,Foodservice,Lodging,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Lodging,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,57.351819169759345,194904.39100793493,0.4780532244826342,57.351819169759345
2021,Foodservice,Lodging,Dairy & Eggs,Other,Other,0,0,0,0
2021,Foodservice,Lodging,Dairy & Eggs,Spoiled,Spoiled,1444.071947180441,4907533.318232626,12.036989597333234,1444.071947180441
2021,Foodservice,Lodging,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2021,Foodservice,Lodging,Dry Goods,Date Label Concerns,Date Label Concerns,11469.694525049752,33989844.93078727,0,0
2021,Foodservice,Lodging,Dry Goods,Mistakes & Malfunctions,Cooking Issues,1311.5580601779266,3886734.296699024,0,1311.5580601779266
2021,Foodservice,Lodging,Dry Goods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2021,Foodservice,Lodging,Dry Goods,Mistakes & Malfunctions,Handling Errors,949.6664808777706,2814287.3683780055,0,949.6664808777706
2021,Foodservice,Lodging,Dry Goods,Other,Other,231.97625554167269,687449.6034977824,0,231.97625554167269
2021,Foodservice,Lodging,Dry Goods,Spoiled,Spoiled,1175.5897597834764,3483799.2895097183,0,1175.5897597834764
2021,Foodservice,Lodging,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,368.3802115842151,1091675.6536080253,368.3802115842151,368.3802115842151
2021,Foodservice,Lodging,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,5475.420276449621,40996026.72100895,741.1662680902871,0
2021,Foodservice,Lodging,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,286.77949593685184,2147199.5362679316,38.819173330408326,286.77949593685184
2021,Foodservice,Lodging,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,24.82888144121381,185900.88716930113,3.360898062527006,24.82888144121381
