year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause,tons_inedible_parts,tons_not_fit_for_human_consumption
2022,Farm,Not Applicable,Dry Goods,Buyer Rejections,Buyer Rejections,7.207199999999919,6524.118748923886,0,0
2022,Farm,Not Applicable,Dry Goods,Excess,Packhouse Losses (Not Marketable),5.566399999999937,5038.829865136241,0,0
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Bad Weather),51546.59268459698,34313258.07460931,0,51546.59268459698
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Food Safety),0.6804527248452038,351.11311902586874,0,0.6804527248452038
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Market Dynamics),181.25822905544095,138057.05795214672,0,0
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Other),337.7910471987517,223265.3745996588,0,337.7910471987517
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Fields Never Harvested (Pests/Disease),908.6775864239796,470834.7758,0,908.6775864239796
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Left Behind After Harvest (Inedible),30894.41835352801,66191365.001553304,0,30894.41835352801
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Left Behind After Harvest (Marketable),51239.116240208496,57276501.56902892,0,0
2022,Farm,Not Applicable,Dry Goods,Not Harvested,Left Behind After Harvest (Not Marketable),36305.333736544584,47323044.45051022,0,0
2022,Farm,Not Applicable,Dry Goods,Spoiled,Packhouse Losses (Inedible),73.95359999999916,66944.45392252434,0,73.95359999999916
2022,Farm,Not Applicable,Produce,Buyer Rejections,Buyer Rejections,548867.2322300377,245349687.92049566,128579.75315293978,0
2022,Farm,Not Applicable,Produce,Excess,Packhouse Losses (Not Marketable),306372.15649855294,163904252.9325531,65930.94697284195,0
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Bad Weather),506560.49886909424,186270463.61614552,121955.95139933808,506560.49886909424
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Food Safety),110.06953999960737,13438.80334565106,52.36908889494498,110.06953999960737
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Market Dynamics),1944.2361223314015,649547.1893710734,791.7108777818337,0
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Other),23010.90849323034,11319824.95543796,4583.982507058338,23010.90849323034
2022,Farm,Not Applicable,Produce,Not Harvested,Fields Never Harvested (Pests/Disease),21162.31672060687,8046298.717783307,4179.400915030915,21162.31672060687
2022,Farm,Not Applicable,Produce,Not Harvested,Left Behind After Harvest (Inedible),4280741.188250724,3811279482.3857846,855835.9892374789,4280741.188250724
2022,Farm,Not Applicable,Produce,Not Harvested,Left Behind After Harvest (Marketable),3259117.961308213,2690625503.5329275,649503.9788468415,0
2022,Farm,Not Applicable,Produce,Not Harvested,Left Behind After Harvest (Not Marketable),3953968.9950216734,3413236684.3170815,680192.9909360481,0
2022,Farm,Not Applicable,Produce,Spoiled,Packhouse Losses (Inedible),1819753.1661622662,1240768642.2040236,310144.78047299944,1819753.1661622662
2022,Foodservice,Bars And Taverns,Breads & Bakery,Date Label Concerns,Date Label Concerns,351.0450703252829,1962203.4428683526,0,0
2022,Foodservice,Bars And Taverns,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,17.002677333462554,95038.25810966555,0,17.002677333462554
2022,Foodservice,Bars And Taverns,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.4117477191250378,2301.5073002213207,0,0.4117477191250378
2022,Foodservice,Bars And Taverns,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,40.531217735774135,226553.5160801115,0,40.531217735774135
2022,Foodservice,Bars And Taverns,Breads & Bakery,Other,Other,0.2818938380182985,1575.6753369883343,0,0.2818938380182985
2022,Foodservice,Bars And Taverns,Breads & Bakery,Spoiled,Spoiled,4.945227783255585,27641.872233331513,0,4.945227783255585
2022,Foodservice,Bars And Taverns,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,70.19263987,392349.1632622508,70.19263987,70.19263987
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Date Label Concerns,Date Label Concerns,201.89552357398298,1196638.5705429718,1.8129438364408097,0
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,8.833204711047706,52354.57068,0.079318767,8.833204711047706
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,1.6375392594696763,9705.726030828682,0.014704470187508683,1.6375392594696763
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,13.376223049632049,79281.12593100754,0.12011331753871769,13.376223049632049
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Spoiled,Spoiled,1.7678850300215077,10478.287867705216,0.015874925,1.7678850300215077
2022,Foodservice,Bars And Taverns,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,2.929413740439544,17362.69040954727,2.929413740439544,2.929413740439544
2022,Foodservice,Bars And Taverns,Dry Goods,Date Label Concerns,Date Label Concerns,212.6502914008247,821517.7825240842,0,0
2022,Foodservice,Bars And Taverns,Dry Goods,Mistakes & Malfunctions,Cooking Issues,11.698881658978923,45195.51445326058,0,11.698881658978923
2022,Foodservice,Bars And Taverns,Dry Goods,Mistakes & Malfunctions,Equipment Issues,1.0404623080933828,4019.5491034321412,0,1.0404623080933828
2022,Foodservice,Bars And Taverns,Dry Goods,Mistakes & Malfunctions,Handling Errors,173.97381623424332,672101.5183591412,0,173.97381623424332
2022,Foodservice,Bars And Taverns,Dry Goods,Other,Other,1.3716220024368497,5298.896411005798,0,1.3716220024368497
2022,Foodservice,Bars And Taverns,Dry Goods,Spoiled,Spoiled,1.9901579161811218,7688.445228095883,0,1.9901579161811218
2022,Foodservice,Bars And Taverns,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,9.184681024694441,35482.569710547556,9.184681024694441,9.184681024694441
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,623.3592783341887,3770910.7222319148,86.22874014441597,0
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,45.569266014179796,275663.87441334466,6.303556446948234,45.569266014179796
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,6.823326390252843,41276.60490600457,0.9438647320658274,6.823326390252843
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,99.30274421861213,600715.8246231562,13.736461178112984,99.30274421861213
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Other,Other,9.613701384347653,58156.52528257888,1.3298548482541424,9.613701384347653
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Spoiled,Spoiled,3.556821076120742,21516.411480785933,0.4920119279087254,3.556821076120742
2022,Foodservice,Bars And Taverns,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,193.48684774587014,1170467.2636389295,193.48684774587014,193.48684774587014
2022,Foodservice,Bars And Taverns,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Bars And Taverns,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Excess,Catering Overproduction,3695.130289801769,42273671.44388823,129.9391106620537,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Excess,Overproduction,5245.864154767884,60014646.39284065,184.47060576071132,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Excess,Plate Waste,17973.646472305016,205625232.6787601,632.0425681365524,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Bars And Taverns,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Bars And Taverns,Produce,Date Label Concerns,Date Label Concerns,314.42042186361726,1227070.9384465835,68.65961681,0
2022,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Cooking Issues,39.391473517011775,153730.8934604751,8.601869628121905,39.391473517011775
2022,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Equipment Issues,1.6333696604592867,6374.460126382387,0.3566770069602177,1.6333696604592867
2022,Foodservice,Bars And Taverns,Produce,Mistakes & Malfunctions,Handling Errors,20.21878118013508,78906.70284678896,4.415151407726271,20.21878118013508
2022,Foodservice,Bars And Taverns,Produce,Other,Other,1.4335399173056749,5594.595800116067,0.3130404215533244,1.4335399173056749
2022,Foodservice,Bars And Taverns,Produce,Spoiled,Spoiled,15.586309296439191,60827.81475179183,3.403563984313856,15.586309296439191
2022,Foodservice,Bars And Taverns,Produce,Trimmings & Byproducts,Trimmings & Byproducts,388.90773402247567,1517768.3921659866,388.90773402247567,388.90773402247567
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Bars And Taverns,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Business & Industry,Breads & Bakery,Date Label Concerns,Date Label Concerns,2023.1456768490173,8756682.519999687,0,0
2022,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,138.88553754971807,601131.482,0,138.88553754971807
2022,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,185.5772124177056,803224.7754987861,0,185.5772124177056
2022,Foodservice,Business & Industry,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,99.41628573345385,430298.64900351275,0,99.41628573345385
2022,Foodservice,Business & Industry,Breads & Bakery,Other,Other,13.36545506,57849.04568250347,0,13.36545506
2022,Foodservice,Business & Industry,Breads & Bakery,Spoiled,Spoiled,157.8425262638021,683182.0893884035,0,157.8425262638021
2022,Foodservice,Business & Industry,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,489.51257953608484,2118733.365369756,489.51257953608484,489.51257953608484
2022,Foodservice,Business & Industry,Dairy & Eggs,Date Label Concerns,Date Label Concerns,3358.659491526013,12943271.86610366,30.15946523269115,0
2022,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,68.96544380033629,265772.2495318136,0.6192830531946291,68.96544380033629
2022,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,580.4577316484776,2236910.9600016447,5.212286276970879,580.4577316484776
2022,Foodservice,Business & Industry,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,70.86669257096148,273099.09519312123,0.6363555329565813,70.86669257096148
2022,Foodservice,Business & Industry,Dairy & Eggs,Other,Other,9.643945717394358,37164.890217992055,0.086598908,9.643945717394358
2022,Foodservice,Business & Industry,Dairy & Eggs,Spoiled,Spoiled,179.09620525358622,690183.3545893156,1.6082147622527485,179.09620525358622
2022,Foodservice,Business & Industry,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,375.6452405778947,1447624.710475938,375.6452405778947,375.6452405778947
2022,Foodservice,Business & Industry,Dry Goods,Date Label Concerns,Date Label Concerns,2811.0111578406613,9559946.522394836,0,0
2022,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Cooking Issues,305.1053091,1037630.3310700712,0,305.1053091
2022,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Equipment Issues,192.16883337454166,653545.5276324297,0,192.16883337454166
2022,Foodservice,Business & Industry,Dry Goods,Mistakes & Malfunctions,Handling Errors,195.8989288469578,666231.1810280989,0,195.8989288469578
2022,Foodservice,Business & Industry,Dry Goods,Other,Other,23.73138316049994,80707.88096448412,0,23.73138316049994
2022,Foodservice,Business & Industry,Dry Goods,Spoiled,Spoiled,57.53911270634624,195684.33191181923,0,57.53911270634624
2022,Foodservice,Business & Industry,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,6625.278755393241,22531860.259911567,6625.278755393241,6625.278755393241
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,2574.518610480516,21117346.990159743,356.1308927,0
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,132.79903040008742,1089276.7267244586,18.369972954281582,132.79903040008742
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,649.4401970089883,5326997.4176014215,89.83649066,649.4401970089883
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,151.50954482846953,1242748.689964526,20.958181941761122,151.50954482846953
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Other,Other,21.086099014000776,172957.5648569154,2.916821512,21.086099014000776
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Spoiled,Spoiled,170.4326372097466,1397964.3121455181,23.575796650303474,170.4326372097466
2022,Foodservice,Business & Industry,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,4240.495367145301,34782429.50493127,4240.495367145301,4240.495367145301
2022,Foodservice,Business & Industry,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Other,Other,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Business & Industry,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Excess,Catering Overproduction,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Excess,Overproduction,37589.802974981416,280550229.86391795,1321.8439366025539,0
2022,Foodservice,Business & Industry,Prepared Foods,Excess,Plate Waste,228128.2712645793,1702627678,8022.121646644674,0
2022,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Other,Other,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Business & Industry,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Business & Industry,Produce,Date Label Concerns,Date Label Concerns,651.9131723010413,2310715.9928694516,142.35751080921554,0
2022,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Cooking Issues,73.42272104574717,260247.93326626485,16.033233027059165,73.42272104574717
2022,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Equipment Issues,31.31804749737512,111007.28792179092,6.838885107037408,31.31804749737512
2022,Foodservice,Business & Industry,Produce,Mistakes & Malfunctions,Handling Errors,35.32028685936795,125193.2852201825,7.712849397749519,35.32028685936795
2022,Foodservice,Business & Industry,Produce,Other,Other,6.3510713126189575,22511.46728961342,1.3868759544234874,6.3510713126189575
2022,Foodservice,Business & Industry,Produce,Spoiled,Spoiled,77.57046090871017,274949.65926726203,16.93897009061846,77.57046090871017
2022,Foodservice,Business & Industry,Produce,Trimmings & Byproducts,Trimmings & Byproducts,5581.336440013924,19783130.51721815,5581.336440013924,5581.336440013924
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,1313.0169310381618,1230498.7589006873,0,0
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,85.73072667224814,80342.87318,0,85.73072667224814
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,145.77934821151135,136617.6648657414,0,145.77934821151135
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,10.21346146,9571.583852,0,10.21346146
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Other,Other,26.780646046187936,25097.583240101485,0,26.780646046187936
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Spoiled,Spoiled,611.5606954095139,573126.4075162001,0,611.5606954095139
2022,Foodservice,Business & Industry,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,2026.308445646675,1898962.5865271848,2026.308445646675,2026.308445646675
2022,Foodservice,Caterers,Breads & Bakery,Date Label Concerns,Date Label Concerns,673.8841643195098,2916739.8817231217,0,0
2022,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,32.63921352160766,141270.7121300038,0,32.63921352160766
2022,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,0.7904120896953022,3421.1020039897135,0,0.7904120896953022
2022,Foodservice,Caterers,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,77.80580928658347,336763.0803508868,0,77.80580928658347
2022,Foodservice,Caterers,Breads & Bakery,Other,Other,0.5411379036992546,2342.180731944489,0,0.5411379036992546
2022,Foodservice,Caterers,Breads & Bakery,Spoiled,Spoiled,9.493113488250568,41088.57898577349,0,9.493113488250568
2022,Foodservice,Caterers,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,134.7454001099618,583211.9275,134.7454001099618,134.7454001099618
2022,Foodservice,Caterers,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1217.2777890325333,4691025.511746381,10.930684473814722,0
2022,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,53.25756465717655,205238.76862885937,0.4782323643431088,53.25756465717655
2022,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,9.87312712,38048.086984175396,0.088656869,9.87312712
2022,Foodservice,Caterers,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,80.64854005292244,310795.4176786904,0.7241927459244397,80.64854005292244
2022,Foodservice,Caterers,Dairy & Eggs,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Dairy & Eggs,Spoiled,Spoiled,10.659013842967704,41076.660001460834,0.095713828,10.659013842967704
2022,Foodservice,Caterers,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,17.662156238036033,68064.68190874315,17.662156238036033,17.662156238036033
2022,Foodservice,Caterers,Dry Goods,Date Label Concerns,Date Label Concerns,1577.2885928634023,5364188.810172005,0,0
2022,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Cooking Issues,86.77398214886608,295108.97762342717,0,86.77398214886608
2022,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Equipment Issues,7.717409269,26246.07863790884,0,7.717409269
2022,Foodservice,Caterers,Dry Goods,Mistakes & Malfunctions,Handling Errors,1290.4140125816052,4388559.226319638,0,1290.4140125816052
2022,Foodservice,Caterers,Dry Goods,Other,Other,10.17371631100297,34599.71462436918,0,10.17371631100297
2022,Foodservice,Caterers,Dry Goods,Spoiled,Spoiled,14.76157572374299,50202.5309,0,14.76157572374299
2022,Foodservice,Caterers,Dry Goods,Trimmings & Byproducts,Trimmings & Byproducts,68.12543031992907,231687.25917614243,68.12543031992907,68.12543031992907
2022,Foodservice,Caterers,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,1508.6229729854551,12374396.777778253,208.6864876080635,0
2022,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,110.28446027913482,904602.2063527843,15.255552292073922,110.28446027913482
2022,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,16.513473533307614,135450.8564032442,2.284294254816379,16.513473533307614
2022,Foodservice,Caterers,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,240.3275388938417,1971273.3904709038,33.244296862321235,240.3275388938417
2022,Foodservice,Caterers,Fresh Meat & Seafood,Other,Other,23.266599644761374,190843.00108743444,3.2184482441227398,23.266599644761374
2022,Foodservice,Caterers,Fresh Meat & Seafood,Spoiled,Spoiled,8.608040616,70606.97866100624,1.190742679582025,8.608040616
2022,Foodservice,Caterers,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,468.2671993910213,3840935.8912363364,468.2671993910213,468.2671993910213
2022,Foodservice,Caterers,Frozen,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Caterers,Frozen,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Caterers,Frozen,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Frozen,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Caterers,Frozen,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Excess,Catering Overproduction,185839.16843876103,2163665875.384303,6535.027016436721,0
2022,Foodservice,Caterers,Prepared Foods,Excess,Overproduction,18012.53059000749,209714120.51791313,633.4099265994143,0
2022,Foodservice,Caterers,Prepared Foods,Excess,Plate Waste,64034.86775347022,745537441.6324198,2251.7835948064812,0
2022,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Caterers,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Caterers,Produce,Date Label Concerns,Date Label Concerns,777.2625326861223,2755018.676178341,169.72990284566177,0
2022,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Cooking Issues,97.37763307674564,345156.47736337356,21.26423892367253,97.37763307674564
2022,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Equipment Issues,4.037769021415345,14311.932707794396,0.8817228605496165,4.037769021415345
2022,Foodservice,Caterers,Produce,Mistakes & Malfunctions,Handling Errors,49.981807717041214,177161.26525966256,10.914468421044758,49.981807717041214
2022,Foodservice,Caterers,Produce,Other,Other,3.543780204,12560.981954719839,0.7738511049870981,3.543780204
2022,Foodservice,Caterers,Produce,Spoiled,Spoiled,38.53011253904628,136570.5603658529,8.413775246935304,38.53011253904628
2022,Foodservice,Caterers,Produce,Trimmings & Byproducts,Trimmings & Byproducts,961.3987810837825,3407692.3635923043,961.3987810837825,961.3987810837825
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Date Label Concerns,Date Label Concerns,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Cooking Issues,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Equipment Issues,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Mistakes & Malfunctions,Handling Errors,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Other,Other,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Spoiled,Spoiled,0,0,0,0
2022,Foodservice,Caterers,Ready-To-Drink Beverages,Trimmings & Byproducts,Trimmings & Byproducts,0,0,0,0
2022,Foodservice,Colleges & Universities,Breads & Bakery,Date Label Concerns,Date Label Concerns,1588.4407511784168,6875170.4432687005,0,0
2022,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,208.2842441190806,901506.5106480776,0,208.2842441190806
2022,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,39.16914181953848,169533.88152885743,0,39.16914181953848
2022,Foodservice,Colleges & Universities,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,233.27355973746683,1009666.5436928004,0,233.27355973746683
2022,Foodservice,Colleges & Universities,Breads & Bakery,Other,Other,33.456897977633474,144809.8557838155,0,33.456897977633474
2022,Foodservice,Colleges & Universities,Breads & Bakery,Spoiled,Spoiled,691.9729642990787,2995032.7502997248,0,691.9729642990787
2022,Foodservice,Colleges & Universities,Breads & Bakery,Trimmings & Byproducts,Trimmings & Byproducts,524.5247748206159,2270274.938447367,524.5247748206159,524.5247748206159
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Date Label Concerns,Date Label Concerns,2340.247516636732,9018615.884767957,21.014518974601053,0
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,43.10995530475121,166132.90899323992,0.3871107510233998,43.10995530475121
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,62.525972147748284,240956.44653546845,0.5614590844615295,62.525972147748284
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,267.9886048748663,1032748.1480825078,2.406434183600041,267.9886048748663
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Other,Other,106.83939580204027,411727.1635797055,0.9593765165248515,106.83939580204027
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Spoiled,Spoiled,1666.9076377846648,6423764.834144832,14.968186883699925,1666.9076377846648
2022,Foodservice,Colleges & Universities,Dairy & Eggs,Trimmings & Byproducts,Trimmings & Byproducts,471.53770814423467,1817165.6778631206,471.53770814423467,471.53770814423467
2022,Foodservice,Colleges & Universities,Dry Goods,Date Label Concerns,Date Label Concerns,6119.748837549294,20812607.39726152,0,0
